48371,"1,625",173,10.6,**,**,48455,452,50,11.1,**,**,48657,411,41,10.0,**,**
48374,"1,141",176,15.4,**,**,48457,549,106,19.3,**,**,48658,255,73,28.6,**,**
48377,"1,229",296,24.1,**,**,48461,556,90,16.2,**,**,48659,219,53,24.2,**,**
48381,864,127,14.7,**,**,48467,62,23,37.1,**,**,48723,744,206,27.7,**,**
48386,"1,079",134,12.4,**,**,48471,302,54,17.9,**,**,48726,434,69,15.9,**,**
48390,"1,445",249,17.2,**,**,48472,213,17,8.0,**,**,48730,248,31,12.5,**,**
48393,"1,365",265,19.4,**,**,48473,"1,385",297,21.4,**,**,48732,468,134,28.6,**,**
48412,395,54,13.7,**,**,48475,168,15,8.9,**,**,48733,76,30,39.5,**,**
48413,546,81,14.8,**,**,48502,20,15,75.0,**,**,48735,31,8,25.8,**,**
48416,348,59,17.0,**,**,48509,469,97,20.7,**,**,48737,57,9,15.8,**,**
48418,287,44,15.3,**,**,48519,512,108,21.1,**,**,48740,84,9,10.7,**,**
48419,183,25,13.7,**,**,48532,"1,335",400,30.0,**,**,48742,46,7,15.2,**,**
48420,"1,261",272,21.6,**,**,48604,755,142,18.8,**,**,48748,48,13,27.1,**,**
48421,366,66,18.0,**,**,48607,67,25,37.3,**,**,48759,175,45,25.7,**,**
48422,420,64,15.2,**,**,48609,586,123,21.0,**,**,48768,651,142,21.8,**,**
48427,213,15,7.0,**,**,48612,549,115,20.9,**,**,48801,977,173,17.7,**,**
48429,311,118,37.9,**,**,48614,73,13,17.8,**,**,48811,333,57,17.1,**,**
48433,"2,049",312,15.2,**,**,48616,649,95,14.6,**,**,48817,355,126,35.5,**,**
48436,200,38,19.0,**,**,48618,344,33,9.6,**,**,48818,172,37,21.5,**,**
48437,17,**,**,**,**,48624,"1,007",180,17.9,**,**,48823,"2,142",363,16.9,**,**
48439,"3,103",533,17.2,**,**,48625,812,174,21.4,**,**,48824,*,**,--,**,**
48442,"1,383",214,15.5,**,**,48626,288,55,19.1,**,**,48827,"1,513",152,10.0,**,**
48444,612,120,19.6,**,**,48638,"1,258",200,15.9,**,**,48829,222,53,23.9,**,**
48449,96,61,63.5,**,**,48642,"2,449",205,8.4,**,**,48831,188,44,23.4,**,**
48450,141,26,18.4,**,**,48650,387,68,17.6,**,**,48836,"1,265",121,9.6,**,**
48451,"1,096",138,12.6,**,**,48652,58,10,17.2,**,**,48837,"1,291",121,9.4,**,**
48453,402,52,12.9,**,**,48653,445,62,13.9,**,**,48838,"1,469",252,17.2,**,**
48840,604,110,18.2,**,**,49011,135,25,18.5,**,**,49082,557,73,13.1,**,**
48842,"1,605",293,18.3,**,**,49013,390,62,15.9,**,**,49083,469,66,14.1,**,**
48845,59,12,20.3,**,**,49021,485,74,15.3,**,**,49085,"1,588",87,5.5,**,**
48848,403,71,17.6,**,**,49024,"2,643",293,11.1,**,**,49087,396,46,11.6,**,**
48850,330,52,15.8,**,**,49026,103,17,16.5,**,**,49088,225,44,19.6,**,**
48854,"1,235",234,18.9,**,**,49028,522,86,16.5,**,**,49090,995,121,12.2,**,**
48857,199,25,12.6,**,**,49029,137,15,10.9,**,**,49096,175,26,14.9,**,**
48858,"2,632",417,15.8,**,**,49030,243,29,11.9,**,**,49098,553,53,9.6,**,**
48860,145,14,9.7,**,**,49031,452,47,10.4,**,**,49099,396,70,17.7,**,**
48861,192,11,5.7,**,**,49032,280,37,13.2,**,**,49102,45,8,17.8,**,**
48864,"1,369",153,11.2,**,**,49038,487,56,11.5,**,**,49103,688,135,19.6,**,**
48865,54,31,57.4,**,**,49042,292,84,28.8,**,**,49106,273,23,8.4,**,**
48866,306,75,24.5,**,**,49043,286,37,12.9,**,**,49113,112,20,17.9,**,**
48875,847,113,13.3,**,**,49045,519,84,16.2,**,**,49126,66,21,31.8,**,**
48876,310,37,11.9,**,**,49053,541,94,17.4,**,**,49128,281,30,10.7,**,**
48878,140,21,15.0,**,**,49055,342,62,18.1,**,**,49130,151,16,10.6,**,**
48879,"1,282",150,11.7,**,**,49060,75,20,26.7,**,**,49220,124,29,23.4,**,**
48880,583,99,17.0,**,**,49064,228,37,16.2,**,**,49227,109,21,19.3,**,**
48881,513,64,12.5,**,**,49065,340,47,13.8,**,**,49228,363,46,12.7,**,**
48884,188,49,26.1,**,**,49067,213,37,17.4,**,**,49229,188,27,14.4,**,**
48886,128,33,25.8,**,**,49068,927,123,13.3,**,**,49232,250,49,19.6,**,**
48888,445,98,22.0,**,**,49071,573,62,10.8,**,**,49235,193,22,11.4,**,**
48890,200,23,11.5,**,**,49072,229,36,15.7,**,**,49236,374,30,8.0,**,**
48893,457,45,9.8,**,**,49073,330,52,15.8,**,**,49240,624,83,13.3,**,**
48895,710,103,14.5,**,**,49076,216,27,12.5,**,**,49241,177,39,22.0,**,**
49002,"1,640",210,12.8,**,**,49078,422,104,24.6,**,**,49245,477,48,10.1,**,**
49006,"1,388",304,21.9,**,**,49079,"1,076",99,9.2,**,**,49248,34,9,26.5,**,**
49008,907,172,19.0,**,**,49080,929,171,18.4,**,**,49249,134,41,30.6,**,**
49250,424,115,27.1,**,**,49331,"1,229",164,13.3,**,**,49464,"2,346",271,11.6,**,**
49251,297,109,36.7,**,**,49333,"1,165",74,6.4,**,**,49512,"1,417",314,22.2,**,**
49252,217,48,22.1,**,**,49337,907,91,10.0,**,**,49525,"1,845",246,13.3,**,**
49253,59,31,52.5,**,**,49338,172,14,8.1,**,**,49544,620,133,21.5,**,**
49254,80,55,68.8,**,**,49343,487,56,11.5,**,**,49546,"2,077",381,18.3,**,**
49264,143,29,20.3,**,**,49344,277,27,9.7,**,**,49601,"1,579",179,11.3,**,**
49265,222,33,14.9,**,**,49345,"1,097",202,18.4,**,**,49612,69,14,20.3,**,**
49266,154,40,26.0,**,**,49348,974,79,8.1,**,**,49621,139,33,23.7,**,**
49268,61,14,23.0,**,**,49401,"1,301",65,5.0,**,**,49629,110,17,15.5,**,**
49269,316,72,22.8,**,**,49402,80,13,16.3,**,**,49631,385,70,18.2,**,**
49270,286,46,16.1,**,**,49404,728,67,9.2,**,**,49633,185,33,17.8,**,**
49271,238,42,17.6,**,**,49405,83,13,15.7,**,**,49635,171,42,24.6,**,**
49274,334,58,17.4,**,**,49410,166,24,14.5,**,**,49637,295,65,22.0,**,**
49279,29,7,24.1,**,**,49412,782,108,13.8,**,**,49639,190,28,14.7,**,**
49284,204,36,17.6,**,**,49417,"2,114",443,21.0,**,**,49640,37,23,62.2,**,**
49286,751,101,13.4,**,**,49418,"1,887",246,13.0,**,**,49645,94,28,29.8,**,**
49287,104,6,5.8,**,**,49426,"3,315",197,5.9,**,**,49646,666,82,12.3,**,**
49301,"1,607",140,8.7,**,**,49440†,74,21,28.4,**,**,49648,69,16,23.2,**,**
49302,814,62,7.6,**,**,49445,"1,263",180,14.3,**,**,49649,486,120,24.7,**,**
49304,186,56,30.1,**,**,49446,239,36,15.1,**,**,49651,514,69,13.4,**,**
49307,969,118,12.2,**,**,49450,231,81,35.1,**,**,49663,519,50,9.6,**,**
49315,"1,619",124,7.7,**,**,49451,564,65,11.5,**,**,49676,157,43,27.4,**,**
49316,"2,014",122,6.1,**,**,49453,138,23,16.7,**,**,49677,629,84,13.4,**,**
49318,104,31,29.8,**,**,49455,345,118,34.2,**,**,49682,295,63,21.4,**,**
49322,84,10,11.9,**,**,49456,"1,126",231,20.5,**,**,49690,176,81,46.0,**,**
49323,916,61,6.7,**,**,49457,806,159,19.7,**,**,49696,*,12,--,**,**
49329,556,115,20.7,**,**,49459,118,32,27.1,**,**,49707,"1,324",204,15.4,**,**
49330,531,107,20.2,**,**,49460,447,83,18.6,**,**,49715,219,37,16.9,**,**
49719,83,18,21.7,**,**,Unknown,--,107,--,**,**,48179,180,34,18.9,0,0
49721,720,125,17.4,**,**,48002,184,16,8.7,0,0,48184,"1,155",273,23.6,0,0
49727,436,91,20.9,**,**,48005,231,25,10.8,0,0,48189,931,91,9.8,0,0
49733,161,15,9.3,**,**,48017,695,149,21.4,0,0,48243,*,**,--,0,0
49759,57,11,19.3,**,**,48022,220,31,14.1,0,0,48301,"1,058",133,12.6,0,0
49774,68,13,19.1,**,**,48027,234,41,17.5,0,0,48304,949,120,12.6,0,0
49783,"1,464",208,14.2,**,**,48028,28,**,**,0,0,48313,"1,926",408,21.2,0,0
49807,212,21,9.9,**,**,48045,"1,084",205,18.9,0,0,48323,"1,033",135,13.1,0,0
49821,56,18,32.1,**,**,48049,327,53,16.2,0,0,48327,"1,507",238,15.8,0,0
49837,596,94,15.8,**,**,48050,74,11,14.9,0,0,48331,"1,173",192,16.4,0,0
49841,434,104,24.0,**,**,48054,302,55,18.2,0,0,48348,"1,469",255,17.4,0,0
49847,64,13,20.3,**,**,48064,327,56,17.1,0,0,48356,511,47,9.2,0,0
49849,"1,002",101,10.1,**,**,48069,126,34,27.0,0,0,48357,622,41,6.6,0,0
49854,398,66,16.6,**,**,48070,496,82,16.5,0,0,48360,839,84,10.0,0,0
49862,208,40,19.2,**,**,48095,306,44,14.4,0,0,48363,319,30,9.4,0,0
49866,550,41,7.5,**,**,48096,119,26,21.8,0,0,48370,66,6,9.1,0,0
49884,35,10,28.6,**,**,48098,"1,068",137,12.8,0,0,48380,317,27,8.5,0,0
49895,48,**,**,**,**,48114,"1,153",90,7.8,0,0,48382,"1,627",188,11.6,0,0
49896,167,37,22.2,**,**,48117,596,83,13.9,0,0,48383,829,125,15.1,0,0
49911,179,31,17.3,**,**,48131,401,65,16.2,0,0,48401,81,**,**,0,0
49922,56,17,30.4,**,**,48133,590,55,9.3,0,0,48414,268,30,11.2,0,0
49930,500,133,26.6,**,**,48137,287,30,10.5,0,0,48415,666,130,19.5,0,0
49935,235,63,26.8,**,**,48138,387,69,17.8,0,0,48417,219,29,13.2,0,0
49938,411,95,23.1,**,**,48140,100,28,28.0,0,0,48426,56,**,**,0,0
49945,178,32,18.0,**,**,48157,100,13,13.0,0,0,48428,206,31,15.0,0,0
49946,316,96,30.4,**,**,48164,458,90,19.7,0,0,48432,62,**,**,0,0
49968,86,23,26.7,**,**,48169,"1,135",86,7.6,0,0,48435,146,24,16.4,0,0
49971,**,**,**,**,**,48176,"1,146",108,9.4,0,0,48438,370,54,14.6,0,0
48440,34,**,**,0,0,48635,53,9,17.0,0,0,48745,83,7,8.4,0,0
48441,250,40,16.0,0,0,48636,24,9,37.5,0,0,48746,638,113,17.7,0,0
48445,85,21,24.7,0,0,48637,246,23,9.3,0,0,48747,65,16,24.6,0,0
48456,45,9,20.0,0,0,48640,"1,995",190,9.5,0,0,48749,65,23,35.4,0,0
48460,181,42,23.2,0,0,48647,283,57,20.1,0,0,48754,58,14,24.1,0,0
48462,609,121,19.9,0,0,48649,37,17,45.9,0,0,48755,171,26,15.2,0,0
48463,129,47,36.4,0,0,48651,197,47,23.9,0,0,48756,262,50,19.1,0,0
48464,230,17,7.4,0,0,48654,159,15,9.4,0,0,48757,331,56,16.9,0,0
48465,55,**,**,0,0,48656,133,29,21.8,0,0,48760,46,23,50.0,0,0
48466,107,16,15.0,0,0,48661,725,79,10.9,0,0,48761,12,**,**,0,0
48468,34,**,**,0,0,48662,62,14,22.6,0,0,48762,43,6,14.0,0,0
48469,16,12,75.0,0,0,48701,57,21,36.8,0,0,48763,289,52,18.0,0,0
48470,13,**,**,0,0,48703,125,27,21.6,0,0,48765,21,6,28.6,0,0
48610,124,41,33.1,0,0,48705,22,**,**,0,0,48766,65,16,24.6,0,0
48611,503,50,9.9,0,0,48720,25,15,60.0,0,0,48767,103,20,19.4,0,0
48613,101,18,17.8,0,0,48721,**,**,**,0,0,48770,144,20,13.9,0,0
48615,194,34,17.5,0,0,48722,308,40,13.0,0,0,48806,49,11,22.4,0,0
48617,807,112,13.9,0,0,48725,89,17,19.1,0,0,48807,68,10,14.7,0,0
48619,34,**,**,0,0,48727,95,13,13.7,0,0,48808,356,58,16.3,0,0
48621,45,17,37.8,0,0,48728,18,**,**,0,0,48815,157,21,13.4,0,0
48622,323,67,20.7,0,0,48729,68,21,30.9,0,0,48819,187,30,16.0,0,0
48623,837,110,13.1,0,0,48731,137,27,19.7,0,0,48820,"1,234",136,11.0,0,0
48628,122,10,8.2,0,0,48734,384,53,13.8,0,0,48821,416,25,6.0,0,0
48629,373,68,18.2,0,0,48738,61,10,16.4,0,0,48822,198,12,6.1,0,0
48631,234,45,19.2,0,0,48739,177,26,14.7,0,0,48825,*,**,--,0,0
48632,228,69,30.3,0,0,48741,105,17,16.2,0,0,48832,98,13,13.3,0,0
48633,15,**,**,0,0,48743,*,**,--,0,0,48834,142,26,18.3,0,0
48634,393,44,11.2,0,0,48744,161,66,41.0,0,0,48835,190,16,8.4,0,0
48841,69,11,15.9,0,0,49050,84,12,14.3,0,0,49267,233,25,10.7,0,0
48843,"2,887",276,9.6,0,0,49051,63,16,25.4,0,0,49272,117,33,28.2,0,0
48847,302,58,19.2,0,0,49052,46,12,26.1,0,0,49276,83,**,**,0,0
48849,440,65,14.8,0,0,49056,220,66,30.0,0,0,49277,281,37,13.2,0,0
48851,293,36,12.3,0,0,49061,51,14,27.5,0,0,49282,11,6,54.5,0,0
48853,49,16,32.7,0,0,49066,51,8,15.7,0,0,49283,164,49,29.9,0,0
48855,994,83,8.4,0,0,49070,288,24,8.3,0,0,49285,352,82,23.3,0,0
48856,90,16,17.8,0,0,49089,111,18,16.2,0,0,49288,168,37,22.0,0,0
48870,10,**,**,0,0,49092,151,11,7.3,0,0,49289,17,**,**,0,0
48871,142,12,8.5,0,0,49094,319,39,12.2,0,0,49303,91,13,14.3,0,0
48873,89,**,**,0,0,49095,100,11,11.0,0,0,49305,150,18,12.0,0,0
48874,12,**,**,0,0,49097,666,75,11.3,0,0,49306,722,55,7.6,0,0
48877,131,31,23.7,0,0,49101,179,24,13.4,0,0,49309,102,15,14.7,0,0
48883,403,61,15.1,0,0,49111,198,61,30.8,0,0,49310,205,19,9.3,0,0
48885,52,13,25.0,0,0,49112,740,54,7.3,0,0,49312,**,**,**,0,0
48889,86,11,12.8,0,0,49117,164,16,9.8,0,0,49325,111,6,5.4,0,0
48891,108,35,32.4,0,0,49125,105,9,8.6,0,0,49326,244,44,18.0,0,0
48892,409,88,21.5,0,0,49127,716,42,5.9,0,0,49327,667,92,13.8,0,0
48894,172,18,10.5,0,0,49129,27,**,**,0,0,49328,322,21,6.5,0,0
48896,36,**,**,0,0,49230,540,87,16.1,0,0,49332,188,22,11.7,0,0
48897,60,12,20.0,0,0,49233,183,29,15.8,0,0,49336,313,38,12.1,0,0
48933,93,37,39.8,0,0,49234,116,41,35.3,0,0,49339,184,21,11.4,0,0
49012,167,24,14.4,0,0,49237,223,47,21.1,0,0,49340,199,33,16.6,0,0
49027,12,**,**,0,0,49238,230,19,8.3,0,0,49342,196,8,4.1,0,0
49033,137,10,7.3,0,0,49246,212,46,21.7,0,0,49346,309,26,8.4,0,0
49034,205,25,12.2,0,0,49255,219,16,7.3,0,0,49347,80,17,21.3,0,0
49040,393,27,6.9,0,0,49259,127,23,18.1,0,0,49349,453,74,16.3,0,0
49046,306,60,19.6,0,0,49262,94,20,21.3,0,0,49403,101,63,62.4,0,0
49411,72,18,25.0,0,0,49636,*,**,--,0,0,49710,7,**,**,0,0
49415,377,73,19.4,0,0,49638,30,**,**,0,0,49712,547,86,15.7,0,0
49421,446,40,9.0,0,0,49642,21,8,38.1,0,0,49713,152,24,15.8,0,0
49425,446,42,9.4,0,0,49643,453,122,26.9,0,0,49716,17,**,**,0,0
49428,"2,010",120,6.0,0,0,49644,54,9,16.7,0,0,49718,37,6,16.2,0,0
49435,222,23,10.4,0,0,49650,307,69,22.5,0,0,49720,540,69,12.8,0,0
49436,114,18,15.8,0,0,49653,40,31,77.5,0,0,49722,19,**,**,0,0
49437,476,68,14.3,0,0,49654,7,**,**,0,0,49724,65,13,20.0,0,0
49448,312,51,16.3,0,0,49655,215,27,12.6,0,0,49726,17,**,**,0,0
49449,75,26,34.7,0,0,49656,105,15,14.3,0,0,49728,7,**,**,0,0
49452,109,34,31.2,0,0,49657,328,32,9.8,0,0,49729,65,10,15.4,0,0
49461,579,82,14.2,0,0,49659,399,120,30.1,0,0,49730,125,25,20.0,0,0
49611,24,11,45.8,0,0,49664,131,29,22.1,0,0,49735,"1,389",206,14.8,0,0
49613,16,6,37.5,0,0,49665,272,54,19.9,0,0,49736,28,**,**,0,0
49614,109,26,23.9,0,0,49667,13,**,**,0,0,49738,463,62,13.4,0,0
49615,206,39,18.9,0,0,49668,273,51,18.7,0,0,49740,301,37,12.3,0,0
49616,103,33,32.0,0,0,49670,89,**,**,0,0,49743,35,**,**,0,0
49617,149,39,26.2,0,0,49675,94,**,**,0,0,49744,16,8,50.0,0,0
49618,65,**,**,0,0,49679,82,14,17.1,0,0,49745,52,20,38.5,0,0
49619†,65,15,23.1,0,0,49680,129,20,15.5,0,0,49746,166,27,16.3,0,0
49620,248,49,19.8,0,0,49683,125,23,18.4,0,0,49747,63,9,14.3,0,0
49622,187,23,12.3,0,0,49685,*,27,--,0,0,49748,7,**,**,0,0
49623,50,12,24.0,0,0,49688,189,15,7.9,0,0,49749,165,35,21.2,0,0
49625,53,17,32.1,0,0,49689,61,14,23.0,0,0,49751,79,16,20.3,0,0
49626,10,**,**,0,0,49701,32,7,21.9,0,0,49752,23,7,30.4,0,0
49628,9,**,**,0,0,49705,144,6,4.2,0,0,49753,103,16,15.5,0,0
49630,20,9,45.0,0,0,49706,301,60,19.9,0,0,49755,125,21,16.8,0,0
49632,96,6,6.3,0,0,49709,157,26,16.6,0,0,49756,177,22,12.4,0,0
49757,30,**,**,0,0,49817,30,8,26.7,0,0,49885,131,11,8.4,0,0
49760,11,10,90.9,0,0,49818,57,**,**,0,0,49886,57,**,**,0,0
49762,11,**,**,0,0,49820,**,**,**,0,0,49887,114,17,14.9,0,0
49765,246,22,8.9,0,0,49825,15,**,**,0,0,49891,19,**,**,0,0
49766,161,13,8.1,0,0,49827,61,10,16.4,0,0,49892,81,10,12.3,0,0
49768,29,**,**,0,0,49831,50,**,**,0,0,49893,59,14,23.7,0,0
49769,87,26,29.9,0,0,49834,17,**,**,0,0,49894,17,14,82.4,0,0
49770,"1,144",172,15.0,0,0,49835,54,7,13.0,0,0,49901,14,**,**,0,0
49775,*,**,--,0,0,49836,38,11,28.9,0,0,49905,192,50,26.0,0,0
